3.38156266663556,3.389112684892071
4.527875380403207,5.854178101169412
2.655681868739463,4.411994717484785
2.765234674225075,3.715413649743292
2.846560106221094,4.175506449514385
3.890671956309212,6.488380871886209
3.475805241440793,3.632848762047064
5.911298445495829,6.680768526767793
3.928893967969269,5.098446608147825
4.561835366089421,5.623299290382872
4.574071705525158,5.397650689149954
4.371733557330694,5.461165489180036
4.191693876250999,4.954693590451864
5.244085176866642,4.661487668490745
2.835840202807875,3.76801716326883
5.635269692588768,6.312114383105595
4.686329679649661,5.665241103048992
2.850513374862407,4.626456272707626
5.110157300375674,7.363196623536624
5.182563768446949,4.646509087781815
5.707328091354587,6.681039949775041
3.579684582515753,4.802780735462661
5.639377731233365,6.120435944864187
4.263468511601602,4.689428964983779
2.536516931257504,3.884490775756531
